# This CSV file was created by downloading the Excel spreadsheet
# elife-100574-table3-data1-v1.xlsx from the Marino et al 2025 eLife
# paper (https://doi.org/10.7554/eLife.100574.3), then converting the
# spreadsheet to CSV using Excel.
Clade,Species,TaxId,Phylum,Class,Order,Family,Accession_assembly,BUSCO_Duplicate,Genome_size,MaxLongevity_y,Source_MaxLongevity,Mass_g,Source_mass,MaxLongevity_y_log,Mass_g_log,n_markers_phylter_noshortbr,dN_CM_phylter_noshortbr,dS_CM_phylter_noshortbr,dNdS_CM_phylter_noshortbr,n_markers_trimmed,dN_CM_phylter_noshortbr_trimmed,dS_CM_phylter_noshortbr_trimmed,dNdS_CM_phylter_noshortbr_trimmed,brlen_coevol_gcpoor,dS_coevol_gcpoor,dNdS_coevol_gcpoor,brlen_coevol_gcrich,dS_coevol_gcrich,dNdS_coevol_gcrich,Overall_repeat_bp,Overall_repeat_gsperc,DNA_bp,DNA_gsperc,RC_bp,RC_gsperc,LTR_bp,LTR_gsperc,PLE_bp,PLE_gsperc,LINE_bp,LINE_gsperc,SINE_bp,SINE_gsperc,Retroposon_bp,Retroposon_gsperc,Unknown_bp,Unknown_gsperc,Other_bp,Other_gsperc,DNA_recent_gsperc,LINE_recent_gsperc,LTR_recent_gsperc,Other_recent_gsperc,Overall_TEs_recent_gsperc,PLE_recent_gsperc,RC_recent_gsperc,Retroposon_recent_gsperc,SINE_recent_gsperc,Unknown_recent_gsperc,DNA_recent_bp,LINE_recent_bp,LTR_recent_bp,Other_recent_bp,Overall_TEs_recent_bp,PLE_recent_bp,RC_recent_bp,Retroposon_recent_bp,SINE_recent_bp,Unknown_recent_bp
Aves,Baryphthengus_martii,176943,Chordata,Aves,Coraciiformes,Momotidae,GCA_013396935.1,0.5,1467000000,NA,NA,153,CRC_AvianBodyMasses,NA,5.030437921,573,0.038498189,0.329732512,0.116755817,764,0.038899798,0.340693739,0.114178201,0.577213,0.148227,0.148803,0.399596,0.331256,0.0935318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Halcyon_senegalensis,342381,Chordata,Aves,Coraciiformes,Alcedinidae,GCA_013397595.1,0.2,1382862773,NA,NA,74.5,CRC_AvianBodyMasses,NA,4.310799125,608,0.035502814,0.271200451,0.130909864,805,0.035513138,0.278262927,0.127624398,0.577213,0.133865,0.160235,0.399596,0.238301,0.104602,247756356,18.03,124544,NA,10856,NA,17445272,1.26,67564,NA,83417976,6.07,384044,0.02,2424,NA,144613608,10.52,1690068,0.12,0.008498154,1.88266795,0.687217382,NA,11.56851517,0.004183707,0.000348642,0.000174321,0.00945692,8.975968092,117518,26034714,9503273,NA,159976690,57855,4821,2411,130776,124125321
Aves,Eurystomus_gularis,325343,Chordata,Aves,Coraciiformes,Coraciidae,GCA_013400335.1,0.1,1373661248,NA,NA,96.3,CRC_AvianBodyMasses,NA,4.567468319,569,0.040817413,0.319105346,0.12791203,766,0.039999155,0.323015721,0.123830367,0.691014,0.127683,0.186757,0.591963,0.190527,0.107511,248941856,18.25,297236,0.02,8916,NA,26064160,1.91,4876,NA,67206988,4.92,169676,0.01,544,NA,152686500,11.19,2502960,0.18,0.016976134,1.477284011,1.144447683,NA,11.67021137,0.000240228,0.000640609,4.00381E-05,0.013252595,9.01733007,233195,20292878,15720834,NA,160309171,3300,8800,550,182046,123867569
Aves,Falco_tinnunculus,100819,Chordata,Aves,Falconiformes,Falconidae,GCA_010332995.1,0.6,1506120000,23.8,AnAge,184,CRC_AvianBodyMasses,3.169685581,5.214935758,609,0.031299526,0.20614378,0.151833475,815,0.031559697,0.209827532,0.150407799,0.600733,0.0960543,0.202142,0.636691,0.135834,0.0941784,175002404,11.73,454504,0.03,568,NA,13382484,0.89,304,NA,17652600,1.18,14432,NA,NA,NA,139377896,9.34,4119616,0.27,0.01663294,0.149506836,0.373482651,NA,8.266002433,NA,2.70895E-05,NA,0.0010294,7.719986889,250512,2251752,5625097,NA,124495916,NA,408,NA,15504,116272267
Aves,Herpetotheres_cachinnans,56343,Chordata,Aves,Falconiformes,Falconidae,GCA_013399355.1,0.2,1428324665,NA,NA,625,CRC_AvianBodyMasses,NA,6.43775165,609,0.018067103,0.119898134,0.150687107,831,0.019238501,0.12968798,0.14834452,0.600733,0.0536162,0.193607,0.636691,0.0876111,0.102577,189899860,13.38,132236,NA,1149972,0.08,19056808,1.34,91032,NA,28438840,2,222704,0.01,NA,NA,139977084,9.86,831184,0.05,0.009584611,0.407226158,0.474118755,NA,8.746876016,0.006269933,0.057827153,NA,0.007907304,7.783942103,136899,5816512,6771955,NA,124933788,89555,825959,NA,112942,111179965
Aves,Rhynochetos_jubatus,54386,Chordata,Aves,Gruiformes,Rhynochetidae,GCA_013398095.1,0.5,1357050488,NA,NA,860,CRC_AvianBodyMasses,NA,6.756932389,601,0.05266074,0.427067764,0.12330769,797,0.051738122,0.427991609,0.120885832,0.875714,0.124891,0.155949,0.890846,0.177044,0.0997569,240836952,17.89,66396,NA,2100,NA,18741416,1.39,163428,0.01,27573812,2.04,29256,NA,NA,NA,192164308,14.27,2096236,0.15,0.004734164,0.448155483,0.395682153,NA,13.09430021,0.005709908,0.000144555,NA,0.002204458,12.23766949,64245,6081696,5369607,NA,177696265,77486,1962,NA,29916,166071354
Aves,Anseranas_semipalmata,8851,Chordata,Aves,Anseriformes,Anseranatidae,GCA_013399115.1,0.2,1375228736,NA,NA,2418.5,CRC_AvianBodyMasses,NA,7.790902792,597,0.024791815,0.169719721,0.146075038,803,0.025456789,0.17521609,0.145287967,0.782246,0.060982,0.184549,0.805948,0.0919208,0.104155,201696304,14.77,149324,0.01,3124,NA,9370588,0.68,3376,NA,30669488,2.24,63904,NA,NA,NA,160199872,11.73,1236628,0.09,0.011055849,0.705308487,0.309329379,NA,12.30988725,NA,0.0002344,NA,0.004805192,11.27915394,152043,9699605,4253987,NA,169289107,NA,3224,NA,66082,155114166
Aves,Anser_brachyrhynchus,132585,Chordata,Aves,Anseriformes,Anatidae,GCA_002592135.1,0.3,1357755380,40.9,AnAge,2645,CRC_AvianBodyMasses,3.711130063,7.880426344,575,0.008103479,0.04801459,0.168771177,NA,NA,NA,NA,0.216172,0.0636821,0.16886,0.24947,0.06445,0.193614,143370892,10.65,82960,NA,324,NA,11096504,0.82,2200,NA,36380200,2.7,67348,NA,1388,NA,93770176,6.96,1969792,0.14,0.006235228,0.928807821,0.411490595,NA,8.04110152,6.88975E-05,3.44488E-05,0.000103346,0.006235228,6.688091507,84659,12610938,5587036,NA,109178488,935,468,1403,84659,90807922
Aves,Branta_canadensis,8853,Chordata,Aves,Anseriformes,Anatidae,GCA_006130075.1,0.8,1401804208,42,AnAge,3564,CRC_AvianBodyMasses,3.737669618,8.178638789,559,0.006418616,0.044445932,0.144414021,813,0.016940455,0.117983336,0.143583453,0.216172,0.0547315,0.167544,0.24947,0.0626478,0.146047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Asarcornis_scutulata,75869,Chordata,Aves,Anseriformes,Anatidae,GCA_013398475.1,0.6,1358954938,NA,NA,NA,NA,NA,NA,566,0.006852485,0.047769733,0.143448259,NA,NA,NA,NA,0.116263,0.108547,0.172192,0.124725,0.158649,0.118745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Cairina_moschata,8855,Chordata,Aves,Anseriformes,Anatidae,GCA_018104995.1,0.1,1310520000,NA,NA,2450,CRC_AvianBodyMasses,NA,7.803843304,601,0.013479241,0.094165235,0.143144561,NA,NA,NA,NA,0.116263,0.222692,0.183135,0.124725,0.295746,0.115138,156040944,11.99,74424,NA,9800,NA,12489892,0.95,20160,NA,31413032,2.41,129960,NA,3068,NA,106755404,8.2,5145204,0.39,0.004395413,1.021215053,0.650732449,NA,9.232142472,0.001436962,0.000295845,4.22636E-05,0.001944125,7.547093258,57603,13383228,8527979,NA,120989074,18832,3877,554,25478,98906167
Aves,Aythya_fuligula,219594,Chordata,Aves,Anseriformes,Anatidae,GCA_009819795.1,0.8,1369873574,45.2,AnAge,701.5,CRC_AvianBodyMasses,3.811097087,6.5532209,564,0.005273149,0.04501942,0.11713053,837,0.025398353,0.208758475,0.121663818,0.124428,0.0794665,0.163677,0.132091,0.146222,0.113515,126331568,9.28,113748,NA,8448,NA,16384440,1.2,1756,NA,32804804,2.41,27404,NA,NA,NA,73506468,5.4,3484500,0.25,0.007819181,0.742406245,0.761288734,NA,6.376541793,8.31828E-05,0.000249548,NA,0.002495483,4.86011985,107113,10170027,10428693,NA,87350561,1139,3418,NA,34185,66577497
Aves,Callipepla_squamata,9009,Chordata,Aves,Galliformes,Odontophoridae,GCA_002218305.1,1,1270962225,NA,NA,184,CRC_AvianBodyMasses,NA,5.214935758,586,0.007825935,0.055972522,0.139817437,823,0.0197754,0.174583362,0.113271964,0.0730781,0.252167,0.151135,0.0951808,0.202067,0.123678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Colinus_virginianus,9014,Chordata,Aves,Galliformes,Odontophoridae,GCA_008692595.2,0.3,1153874005,6.4,AnAge,178,CRC_AvianBodyMasses,1.85629799,5.18178355,585,0.008173686,0.056535534,0.144576076,NA,NA,NA,NA,0.0730781,0.263563,0.148496,0.0951808,0.251177,0.138349,174197028,15.2,1910688,0.16,1560,NA,15472556,1.35,1464,NA,37824876,3.3,39188,NA,1276,NA,110876732,9.67,8068688,0.7,0.022039086,0.66889864,1.078330378,NA,9.134532524,0.000198104,9.90521E-05,4.9526E-05,0.003565875,7.35238765,254303,7718248,12442574,NA,105400996,2286,1143,571,41146,84837290
Aves,Odontophorus_gujanensis,886794,Chordata,Aves,Galliformes,Odontophoridae,GCA_013399175.1,0.2,1189189471,NA,NA,314.5,CRC_AvianBodyMasses,NA,5.750984076,600,0.015839582,0.105402533,0.150277048,795,0.01644516,0.112811915,0.145775023,0.242449,0.144942,0.140952,0.255061,0.161532,0.112195,206662496,17.5,1564668,0.13,1016,NA,19847124,1.68,5508,NA,48216000,4.08,62420,NA,3924,NA,134289072,11.37,2672764,0.22,0.028901072,1.05891189,1.302256216,NA,11.84687736,0.000449472,NA,0.000359578,0.005213879,9.450785251,343689,12592469,15486294,NA,140881818,5345,NA,4276,62003,112387743
Aves,Coturnix_japonica,93934,Chordata,Aves,Galliformes,Phasianidae,GCA_001577835.2,0.2,1378980000,6,AnAge,94.8,CRC_AvianBodyMasses,1.791759469,4.551769409,617,0.037412541,0.303860971,0.123123877,833,0.037680109,0.312543839,0.120559436,0.370173,0.222537,0.158129,0.333148,0.401495,0.0819683,341419728,25.03,9445872,0.69,1144,NA,14520504,1.06,NA,NA,52801980,3.87,553468,0.04,NA,NA,259036004,18.99,5059992,0.37,0.561352001,2.00657679,0.938661596,NA,18.79282792,NA,0.000106645,NA,0.02423505,15.26101602,7740932,27670293,12943956,NA,259149338,NA,1471,NA,334196,210446359
Aves,Lagopus_leucura,30410,Chordata,Aves,Galliformes,Phasianidae,GCA_019238085.1,0.6,1235546459,15,AnAge,355,CRC_AvianBodyMasses,2.708050201,5.872117789,538,0.006698019,0.046057274,0.145428044,827,0.019421273,0.161941892,0.119927416,0.0603438,0.158125,0.19025,0.0549163,0.253684,0.0939853,107991544,8.8,1534708,0.12,90764,NA,4804008,0.39,80680,NA,48307016,3.93,397304,0.03,508,NA,51045412,4.16,1731144,0.14,0.023437812,1.057780641,0.30312904,NA,4.780716287,0.000137869,0.00367652,4.59565E-05,0.001562521,3.390945927,289585,13069371,3745300,NA,59067971,1703,45425,568,19306,41896712
Aves,Lagopus_muta_japonica,1604048,Chordata,Aves,Galliformes,Phasianidae,GCA_004320205.1,0.4,1219254364,NA,NA,535.5,CRC_AvianBodyMasses,NA,6.28320089,499,0.005611878,0.03804252,0.147515925,NA,NA,NA,NA,0.0603438,0.221787,0.200372,0.0549163,0.246937,0.0915967,129156412,10.66,2304220,0.19,832,NA,5467672,0.45,13960,NA,48575792,4.01,74420,NA,3300,NA,71251212,5.88,1465004,0.12,0.033589025,1.034313616,0.270187076,NA,6.282575051,0.00014273,9.5153E-05,0.000285459,0.005756759,4.938205233,409536,12610914,3294268,NA,76600570,1740,1160,3480,70190,60209283
Aves,Syrmaticus_mikado,9065,Chordata,Aves,Galliformes,Phasianidae,GCA_003435085.1,0.2,1296553653,NA,NA,1157.5,CRC_AvianBodyMasses,NA,7.054017786,617,0.016046484,0.117452734,0.136620779,831,0.016108257,0.122182411,0.131837772,0.256934,0.137239,0.167024,0.228027,0.190971,0.0915168,215538688,16.74,2459600,0.19,2436,NA,7351256,0.57,141200,0.01,54516908,4.23,44992,NA,332,NA,149698708,11.62,1323256,0.1,0.019083137,1.006015039,0.33840477,NA,9.848267671,0.011124698,0.000213937,NA,0.003037898,8.470345405,247423,13043525,4387599,NA,127688074,144238,2774,NA,39388,109822573
Aves,Pavo_muticus,9050,Chordata,Aves,Galliformes,Phasianidae,GCA_016647715.1,0.5,1310520000,NA,NA,2767.5,CRC_AvianBodyMasses,NA,7.925699665,613,0.019758924,0.171022383,0.115534141,822,0.019585967,0.171047746,0.114505847,0.391629,0.117491,0.145476,0.356353,0.152953,0.0939901,213204608,16.4,3652488,0.28,2788,NA,11377392,0.87,34612,NA,69468640,5.34,21364,NA,280,NA,125694136,9.67,2952908,0.22,0.021429964,1.311930172,0.571609283,NA,9.713804091,0.002512726,3.58961E-05,NA,0.0018307,7.80445535,280844,17193107,7491054,NA,127301345,32930,470,NA,23992,102278948
Aves,Penelope_pileata,1118817,Chordata,Aves,Galliformes,Cracidae,GCA_013396635.1,0.2,1250010098,NA,NA,1260,CRC_AvianBodyMasses,NA,7.138867,602,0.044635168,0.356577747,0.125176538,808,0.043619104,0.364895271,0.119538692,0.721111,0.133435,0.148955,0.731937,0.186111,0.0968249,152090444,12.25,4414600,0.35,14664,NA,12100836,0.97,34588,NA,43588144,3.51,56884,NA,NA,NA,90715152,7.31,1165576,0.09,0.041197768,0.985309709,0.595713714,NA,7.330539274,0.0009451,0.000171836,NA,0.004467745,5.702733401,514976,12316471,7446482,NA,91632481,11814,2148,NA,55847,71284743
Aves,Apteryx_haastii,8823,Chordata,Aves,Apterygiformes,Apterygidae,GCA_003342985.1,0.3,1484172530,NA,NA,1692,CRC_AvianBodyMasses,NA,7.43366654,257,0.003118448,0.016692463,0.186817754,NA,NA,NA,NA,0.0598615,0.0277367,0.184852,0.0628299,0.0529965,0.134113,211009868,14.33,1562632,0.1,5844,NA,4918056,0.33,42868,NA,35404948,2.4,156592,0.01,NA,NA,167360400,11.37,1558528,0.1,0.046153988,1.382717677,0.273785708,NA,10.38727824,0.002314039,0.000221894,NA,0.010777717,8.671307213,685005,20521916,4063452,NA,154165130,34344,3293,NA,159960,128697160
Aves,Apteryx_owenii,8824,Chordata,Aves,Apterygiformes,Apterygidae,GCA_003342965.1,0.2,1496076521,NA,NA,1243,CRC_AvianBodyMasses,NA,7.125283092,298,0.003049082,0.01557566,0.195759382,NA,NA,NA,NA,0.0598615,0.0252359,0.181795,0.0628299,0.0679904,0.136593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Apteryx_rowi,308060,Chordata,Aves,Apterygiformes,Apterygidae,GCA_003343035.1,0.2,1493203701,NA,NA,NA,NA,NA,NA,469,0.003624775,0.021001889,0.172592796,NA,NA,NA,NA,0.164404,0.0273857,0.188131,0.179684,0.05794,0.146485,233536692,15.77,1367440,0.09,9196,NA,4032556,0.27,155488,0.01,37179612,2.51,43320,NA,1404,NA,189708104,12.81,1039572,0.07,0.037572414,1.473736349,0.211968681,NA,11.38127117,0.006340541,0.000219722,9.41665E-05,0.002824994,9.648514305,561033,22005886,3165124,NA,169945562,94677,3281,1406,42183,144071973
Aves,Casuarius_casuarius,8787,Chordata,Aves,Casuariiformes,Casuariidae,GCA_003342895.1,0.5,1469116301,30,AnAge,44000,CRC_AvianBodyMasses,3.401197382,10.69194491,591,0.008822536,0.055189275,0.159859604,NA,NA,NA,NA,0.283128,0.0513318,0.206852,0.29168,0.0930972,0.103344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Dromaius_novaehollandiae,8790,Chordata,Aves,Casuariiformes,Dromaiidae,GCA_003342905.1,0.4,1594140000,16.6,AnAge,34200,CRC_AvianBodyMasses,2.809402695,10.43998092,599,0.010399267,0.064103159,0.162227062,NA,NA,NA,NA,0.283128,0.0629837,0.193691,0.29168,0.0888028,0.100456,292369612,18.48,516784,0.03,2744,NA,25188528,1.59,13504,NA,18922012,1.19,83788,NA,NA,NA,246289844,15.57,1352408,0.08,0.017862924,0.407432747,1.408704966,NA,13.8345027,0.000853626,0.000189695,NA,0.005848922,11.99360982,284760,6495048,22456729,NA,220541341,13608,3024,NA,93240,191194932
Aves,Rhea_americana,8797,Chordata,Aves,Rheiformes,Rheidae,GCA_003343005.1,0.3,1410821101,NA,NA,23000,CRC_AvianBodyMasses,NA,10.04324949,491,0.005254977,0.02831757,0.185573014,822,0.037446606,0.283524381,0.132075434,0.0936771,0.0776999,0.171073,0.090726,0.120303,0.110835,165608656,11.83,89488,NA,992,NA,3953328,0.28,87056,NA,30673900,2.19,607144,0.04,NA,NA,129387608,9.24,809140,0.05,0.005199948,0.724859418,0.236297637,NA,8.588614114,0.005533278,3.3333E-05,NA,0.01966647,7.59702403,73362,10226470,3333737,NA,121169980,78065,470,NA,277459,107180418
Aves,Rhea_pennata,8795,Chordata,Aves,Rheiformes,Rheidae,GCA_003342835.1,0.5,1419843476,NA,NA,23900,CRC_AvianBodyMasses,NA,10.08163374,515,0.005504024,0.031200436,0.176408567,NA,NA,NA,NA,0.0936771,0.083473,0.172218,0.090726,0.129131,0.108243,199814896,14.19,85616,NA,NA,NA,2795572,0.19,80036,NA,26139592,1.85,542084,0.03,NA,NA,168954872,12,1217124,0.08,0.005782333,0.577341184,0.166828572,NA,10.12797129,0.004956286,NA,NA,0.015364485,9.355947212,82100,8197341,2368705,NA,143801340,70371,NA,NA,218152,132839806
Aves,Crypturellus_cinnamomeus,889801,Chordata,Aves,Tinamiformes,Tinamidae,GCA_003342915.1,1.9,1363874051,NA,NA,422,CRC_AvianBodyMasses,NA,6.045005314,522,0.006904909,0.045317042,0.152368936,NA,NA,NA,NA,0.0829175,0.111797,0.17239,0.14531,0.114126,0.0901279,189644624,14.02,95416,NA,7096,NA,4300696,0.31,43564,NA,24855220,1.83,56400,NA,NA,NA,156742296,11.59,3543936,0.26,0.005169945,0.783177689,0.227132904,NA,9.753204073,0.001240787,0.00027573,NA,0.004032557,8.732174462,70512,10681557,3097807,NA,133021420,16923,3761,NA,54999,119095862
Aves,Crypturellus_undulatus,48396,Chordata,Aves,Tinamiformes,Tinamidae,GCA_013389825.1,0.5,1242086877,NA,NA,567,CRC_AvianBodyMasses,NA,6.340359304,506,0.0057166,0.038416737,0.14880494,NA,NA,NA,NA,0.0829175,0.0991774,0.163047,0.14531,0.131305,0.0888352,344561232,27.93,136356,0.01,13020,NA,7686376,0.62,88196,NA,38726296,3.14,69548,NA,2792,NA,289203276,23.45,8635372,0.7,0.010982289,1.604957096,0.45758023,NA,20.75902136,0.004220466,0.000862246,0.000226907,0.005944958,18.67170581,136410,19934961,5683544,NA,257845080,52422,10710,2818,73842,231918808
Aves,Crypturellus_soui,458187,Chordata,Aves,Tinamiformes,Tinamidae,GCA_013389845.1,0.8,1268636077,NA,NA,217,CRC_AvianBodyMasses,NA,5.379897354,579,0.012462573,0.104866947,0.11884176,NA,NA,NA,NA,0.211882,0.118563,0.157344,0.265887,0.20791,0.0956372,299942456,23.81,139140,0.01,7796,NA,6262216,0.49,112988,NA,45496412,3.61,208164,0.01,15828,NA,244302064,19.39,3397848,0.26,0.010966458,1.845856357,0.351508559,NA,18.16112637,0.006400831,0.000358088,0.001029504,0.018083466,15.9269231,139124,23417200,4459364,NA,230398601,81203,4543,13061,229413,202054693
Aves,Eudromia_elegans,8805,Chordata,Aves,Tinamiformes,Tinamidae,GCA_003342815.1,0.3,1212720000,NA,NA,694.5,CRC_AvianBodyMasses,NA,6.543192162,611,0.033656507,0.25504072,0.131965227,811,0.035497115,0.269613912,0.131659063,0.397053,0.179222,0.149585,0.455555,0.206456,0.118176,86634640,7.2,93420,NA,6020,NA,777952,0.06,256,NA,21516268,1.78,45856,NA,936,NA,59807596,4.97,4386336,0.36,0.006377312,0.575851941,0.034282883,NA,4.623473842,3.86504E-05,0.000309203,0.000115951,0.002550925,3.996951258,77339,6983472,415755,NA,56069792,469,3750,1406,30936,48471827
Aves,Nothoprocta_perdicaria,30464,Chordata,Aves,Tinamiformes,Tinamidae,GCA_003342845.1,0.2,1174889467,NA,NA,458,CRC_AvianBodyMasses,NA,6.126869184,603,0.037513167,0.317821521,0.118032179,793,0.038505781,0.34088015,0.112959881,0.397053,0.269423,0.134999,0.455555,0.240933,0.100055,122729640,10.53,162360,0.01,2352,NA,2181664,0.18,22404,NA,29100224,2.49,126884,0.01,152,NA,88450932,7.59,2682668,0.23,0.011611895,1.08521335,0.159773285,NA,6.911232054,0.00151633,0.00011971,3.99034E-05,0.010334985,5.642542789,136427,12750057,1877159,NA,81199337,17815,1406,469,121425,66293641
Mollusca,Nautilus_pompilius,34573,Mollusca,Cephalopoda,Nautilida,Nautilidae,GCA_018389105.1,2.3,888181156.4,NA,NA,NA,NA,NA,NA,621,0.21488704,3.35494339,0.064050869,NA,NA,NA,NA,0.80122,1.39867,0.0642943,0.804102,1.19003,0.0617323,217812420,24.69,27135600,3.07,289552,0.03,379808,0.04,8500,NA,586936,0.06,163592,0.01,NA,NA,188931212,21.41,317220,0.03,1.244312396,0.040083906,0.020667236,NA,16.6747734,0.000592373,0.00250113,NA,0.007042657,15.3595737,11051748,356018,183562,NA,148102195,5261,22215,NA,62552,136420839
Mollusca,Octopus_sinensis,2607531,Mollusca,Cephalopoda,Octopoda,Octopodidae,GCA_006345805.1,5.2,3296892264,NA,NA,NA,NA,NA,NA,528,0.172868558,3.103759888,0.055696499,NA,NA,NA,NA,0.454408,2.24717,0.0490511,0.440474,2.4003,0.0482903,1941197008,59.27,116400772,3.55,6168324,0.18,17971776,0.54,15538828,0.47,66015672,2.01,27698604,0.84,712144,0.02,1654269980,50.51,36420908,1.11,1.791246405,1.232079763,0.401724981,NA,44.09288326,0.343141612,0.112027204,0.015820985,0.209861247,39.98663355,59055464,40620342,13244440,NA,1453694857,11313009,3693416,521601,6918899,1318316228
Mollusca,Sepia_pharaonis,158019,Mollusca,Cephalopoda,Sepiida,Sepiidae,GCA_903632075.3,0.4,5797887721,NA,NA,NA,NA,NA,NA,580,0.163805563,2.924165591,0.056017882,NA,NA,NA,NA,0.454408,1.9981,0.0445259,0.440474,2.17779,0.0414032,5439448052,94.48,16602120,0.28,232092,NA,9923980,0.17,872632,0.01,5810944,0.1,451704,NA,40832,NA,5393503904,93.69,12009844,0.2,0.259244222,0.078422252,0.14502093,NA,94.22265449,0.01287283,0.003584962,0.000699505,0.006587003,93.71622279,15030689,4546834,8408151,NA,5462923715,746352,207852,40556,381907,5433561374
Mollusca,Archivesica_marissinica,2291877,Mollusca,Bivalvia,Venerida,Vesicomyidae,GCA_014843695.1,1.7,1875313348,NA,NA,NA,NA,NA,NA,669,0.11138975,2.107268383,0.052859783,NA,NA,NA,NA,0.341531,2.0661,0.0564844,0.382575,1.85792,0.0476629,1222459992,65.63,16326916,0.87,337068,0.01,14232304,0.76,719268,0.03,15936180,0.85,5489320,0.29,118348,NA,1148462580,61.66,20837612,1.11,0.398029184,0.579860068,0.487158899,NA,37.78442013,0.010589049,0.007048923,0.004010054,0.105295245,36.19208409,7464294,10874193,9135756,NA,708576274,198578,132189,75201,1974616,678714984
Mollusca,Cyclina_sinensis,120566,Mollusca,Bivalvia,Venerida,Veneridae,GCA_012932295.1,8.9,1098899820,NA,NA,NA,NA,NA,NA,644,0.090078463,1.812703182,0.049692892,NA,NA,NA,NA,0.281143,2.23132,0.0419271,0.312911,1.89318,0.042113,388288204,35.58,2509608,0.22,327076,0.02,3580488,0.32,1123484,0.1,3047904,0.27,988600,0.09,11616,NA,374037364,34.27,2662064,0.24,0.140189182,0.233596484,0.273806997,NA,25.18836618,0.021956713,0.007353674,0.001303843,0.030770691,24.47938859,1540539,2566991,3008865,NA,276794911,241282,80810,14328,338139,269003957
Mollusca,Mercenaria_mercenaria,6596,Mollusca,Bivalvia,Venerida,Veneridae,GCA_014805675.1,4,2170320784,NA,NA,NA,NA,NA,NA,672,0.073109376,1.504986149,0.048578105,NA,NA,NA,NA,0.281143,1.83384,0.0437624,0.312911,1.71742,0.0383234,1104056320,51.2,2958348,0.13,612368,0.02,9312516,0.43,12672756,0.58,12357968,0.57,3085000,0.14,39440,NA,1055695500,48.96,7322424,0.33,0.097460625,0.406568323,0.350546553,NA,34.01885092,0.326473612,0.010102286,0.001419329,0.075725403,32.75055479,2115208,8823837,7607985,NA,738318192,7085525,219252,30804,1643484,710792098
Mollusca,Lutraria_rhynchaena,1380851,Mollusca,Bivalvia,Venerida,Mactridae,GCA_008271625.1,1.5,664130000.3,NA,NA,NA,NA,NA,NA,707,0.128320712,2.725529508,0.047081021,NA,NA,NA,NA,0.431543,2.58889,0.0343188,0.469086,2.66624,0.03119,183145160,27.77,1698336,0.25,108948,0.01,1128060,0.17,36112,NA,2456844,0.37,3526344,0.53,44712,NA,172232328,26.11,1913476,0.29,0.078300413,0.199449262,0.100064698,NA,11.19755424,0.001190234,0.003060602,0.002805552,0.085356802,10.72732667,520017,1324602,664560,NA,74366317,7905,20326,18633,566880,71243395
Mollusca,Sinonovacula_constricta,98310,Mollusca,Bivalvia,Cardiida,Solecurtidae,GCA_007844125.1,11,1483454951,NA,NA,NA,NA,NA,NA,593,0.191372916,3.024674671,0.063270578,NA,NA,NA,NA,0.632461,1.38656,0.0615694,0.64343,1.20573,0.0839851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollusca,Megalonaias_nervosa,52375,Mollusca,Bivalvia,Unionida,Unionidae,GCA_016617855.1,1.4,2868516902,NA,NA,NA,NA,NA,NA,506,0.035575081,0.420240807,0.084654038,NA,NA,NA,NA,0.0666023,0.965642,0.0994677,0.077982,0.882236,0.0945905,1478599756,51.9,10417552,0.36,118200,NA,65390296,2.29,1316644,0.04,40185644,1.41,3473504,0.12,38388,NA,1341225808,47.07,16433720,0.57,0.138332214,0.754890524,0.902778314,NA,20.035624,0.012788207,0.001077544,0.000487944,0.016366466,18.2088418,3968083,21654162,25896349,NA,574725261,366832,30910,13997,469475,522323704
